,CountyName,RecType,"Region-2
County-3
District-4",Type,School,FacilityName,Administrator,Address,City,Zip,Telephone,GradeServed,StRep,StSen,FedCong,Cat,NCES ID
2748,Kendall,Dist,240471150,26.0,0000,Yorkville CUSD 115,Mr. Timothy Shimp,602 Center Pkwy Ste A,Yorkville,60560 1499,630553-4382,P-12,50.0,25.0,14.0,2.0,1743960
2749,Kendall,Sch,240471150,26.0,0001,Yorkville High School,Mr. David Travis,797 Game Farm Rd,Yorkville,60560 1132,630553-4382,9-12,50.0,25.0,14.0,4.0,174396004363
2750,Kendall,Sch,240471150,26.0,1001,Yorkville Middle School,Mrs. Lisa Adler,920 Prairie Crossing Dr,Yorkville,60560 1986,630553-4544,7-8,75.0,38.0,14.0,4.0,174396004360
2751,Kendall,Sch,240471150,26.0,2002,Circle Center Grade School,Mrs. Gina Isabelli,901 Mill St,Yorkville,60560 1729,630553-4382,K-3,50.0,25.0,14.0,4.0,174396004362
2752,Kendall,Sch,240471150,26.0,2003,Yorkville Grade School,Mrs. Melissa Lewis,201 W Somonauk St,Yorkville,60560 1163,630553-4382,P-3,50.0,25.0,14.0,4.0,174396004359
2753,Kendall,Sch,240471150,26.0,2004,Bristol Grade School,Mrs. Kathryn Schafermeyer,23 Hunt St,Bristol,60512 2003,630553-4382,P-3,50.0,25.0,14.0,4.0,174396004361
2754,Kendall,Sch,240471150,26.0,2005,Yorkville Intermediate School,Mr. Steve Bjork,103 E Schoolhouse Rd,Yorkville,60560 1888,630553-4384,4-6,50.0,25.0,14.0,4.0,174396005211
2755,Kendall,Sch,240471150,26.0,2007,Grande Reserve Elem Sch,Mr. Robert Battey,3142 Grande Trl,Yorkville,60560 4702,630553-5513,K-6,50.0,25.0,14.0,4.0,174396005819
2756,Kendall,Sch,240471150,26.0,2008,Bristol Bay Elem Sch,Dr. Katie Spallasso,427 Bristol Bay Dr,Yorkville,60560 6037,630553-5121,K-6,50.0,25.0,14.0,4.0,174396005920
2757,Kendall,Sch,240471150,26.0,2009,Autumn Creek Elem Sch,Ms. Mayra Johnson,2377 Autumn Creek Blvd,Yorkville,60560 3071,630553-4382,K-6,50.0,25.0,14.0,4.0,174396006052
2758,Kendall,Dist,240473080,26.0,0000,CUSD 308,Dr. John Sparlin,4175 State Route 71,Oswego,60543 8340,630636-3080,P-12,97.0,49.0,14.0,2.0,1730270
2759,Kendall,Sch,240473080,26.0,0001,Oswego High School,Mr. Mike Wayne,4250 State Route 71,Oswego,60543 8341,630636-2009,9-12,97.0,49.0,14.0,4.0,173027003132
2760,Kendall,Sch,240473080,26.0,0002,Oswego East High School,Mr. Scott L. Savage,1525 Harvey Rd,Oswego,60543 8290,630636-3489,9-12,84.0,42.0,11.0,4.0,173027005337
2761,Kendall,Sch,240473080,26.0,1002,Traughber Jr High School,Ms. Tarah Fowler,570 Colchester Dr,Oswego,60543 5208,630636-3489,6-8,97.0,49.0,14.0,4.0,173027003134
2762,Kendall,Sch,240473080,26.0,1003,Thompson Jr High School,Mrs. Shannon Leuders,440 Boulder Hill Pass,Oswego,60543 8334,630636-3489,6-8,97.0,49.0,14.0,4.0,173027003133
2763,Kendall,Sch,240473080,26.0,1004,Bednarcik Junior High School,Mr. John Francis,3025 Heggs Rd,Aurora,60503 6407,630636-3489,6-8,84.0,42.0,14.0,4.0,173027004768
2764,Kendall,Sch,240473080,26.0,1005,Plank Junior High,Mr. James Martin,510 Secretariat Ln,Oswego,60543 5206,630636-3489,6-8,84.0,42.0,14.0,4.0,173027005820
2765,Kendall,Sch,240473080,26.0,1006,Murphy Junior High School,Mr. Brent Anderson,26923 W Grande Park Blvd,Plainfield,60585 2995,630636-3489,6-8,97.0,49.0,14.0,4.0,173027006236
2766,Kendall,Sch,240473080,26.0,2003,East View Elem School,Mrs. Janet DeMont,4209 State Route 71,Oswego,60543 8342,630636-3489,K,97.0,49.0,14.0,4.0,173027006182
2767,Kendall,Sch,240473080,26.0,2004,Boulder Hill Elem School,Mr. Mike Mitchinson,163 Boulder Hill Pass,Montgomery,60538 2305,630636-2910,K-5,97.0,49.0,11.0,4.0,173027003129
2768,Kendall,Sch,240473080,26.0,2005,Long Beach Elem School,Mr. Phil Murray,67 Longbeach Rd,Montgomery,60538 2437,630636-3489,1-5,97.0,49.0,11.0,4.0,173027003131
2769,Kendall,Sch,240473080,26.0,2006,Old Post Elementary School,Ms. Toia Jones,100 Old Post Rd,Oswego,60543 7341,630636-3489,P-5,97.0,49.0,14.0,4.0,173027002101
2770,Kendall,Sch,240473080,26.0,2007,The Wheatlands Elementary School,Mr. Jeffrey Gerard,2290 Barrington Dr,Aurora,60503 6276,630636-3489,K-5,84.0,42.0,14.0,4.0,173027004384
2771,Kendall,Sch,240473080,26.0,2008,Fox Chase Elementary School,Mrs. Sue Tiedt,260 Fox Chase Dr N,Oswego,60543 8335,630636-3489,1-5,50.0,25.0,14.0,4.0,173027004390
2772,Kendall,Sch,240473080,26.0,2009,Homestead Elementary School,Mrs. Melinda Renier,2830 Hillsboro Blvd,Aurora,60503 5416,630636-3489,K-5,84.0,42.0,14.0,4.0,173027004769
2773,Kendall,Sch,240473080,26.0,2010,Lakewood Creek Elementary,Mrs. Jodi Ancel,2301 Lakewood Crk,Montgomery,60538 4140,630636-3489,K-5,50.0,25.0,11.0,4.0,173027005698
2774,Kendall,Sch,240473080,26.0,2011,Prairie Point Elem School,Dr. Jennifer Groves,3650 Grove Rd,Oswego,60543 9898,630636-3489,K-5,97.0,49.0,14.0,4.0,173027005344
2775,Kendall,Sch,240473080,26.0,2012,Churchill Elem School,Ms. Tammy Harmon,520 Secretariat Ln,Oswego,60543 5206,630636-3489,K-5,84.0,42.0,14.0,4.0,173027005365
2776,Kendall,Sch,240473080,26.0,2013,Wolfs Crossing Elem School,Ms. Allison Sulkson,3015 Heggs Rd,Aurora,60503 6407,630636-3489,K-5,84.0,42.0,14.0,4.0,173027005457
2777,Kendall,Sch,240473080,26.0,2014,Grande Park Elem Sch,Mr. Sean Smith,26933 W Grande Park Blvd,Plainfield,60585 2995,630636-3489,K-5,97.0,49.0,14.0,4.0,173027005938
2778,Kendall,Sch,240473080,26.0,2015,Southbury Elem School,Ms. Lindsay Allen,820 Preston Ln,Oswego,60543 2003,630636-3489,K-5,97.0,49.0,14.0,4.0,173027006004
2779,Kendall,Sch,240473080,26.0,2016,Hunt Club Elem,Mr. Patrick Haddock,4001 Hunt Club Dr,Oswego,60543 8176,630636-3489,K-5,75.0,38.0,14.0,4.0,173027006054
2780,Kendall,Sch,240473080,26.0,3001,Brokaw Early Learning Center,Mr. Andrew McCree,1000 5th St,Oswego,60543 7005,630636-3489,P,84.0,42.0,11.0,4.0,173027005924
2781,Kendall,Sch,240473080,26.0,3002,GOAL-Granting Opportunities for Alt Lrng,Mrs. Meredith Gerardot,61 Franklin St,Oswego,60543 8336,630636-3678,6-12,50.0,25.0,14.0,4.0,173027006151
2782,Kendall,Sch,240473080,26.0,3003,308 Center,Dr. John Sparlin,61 Franklin St,Oswego,60543 8336,630554-6871,P-12,50.0,25.0,14.0,4.0,(Pending)
2783,Fulton,Dist,260290010,26.0,0000,Astoria CUSD 1,Mr. Don L Willett,402 N Jefferson St,Astoria,61501 8670,309329-2156,P-12,93.0,47.0,17.0,2.0,1704440
2784,Fulton,Sch,260290010,26.0,0001,Astoria High School,Mr. Don L Willett,402 N Jefferson St,Astoria,61501 8670,309329-2156,9-12,93.0,47.0,17.0,4.0,170444000130
2785,Fulton,Sch,260290010,26.0,1001,Astoria Junior High School,Mr. Dave Crouse,402 N Jefferson St,Astoria,61501 8670,309329-2158,6-8,93.0,47.0,17.0,4.0,170444005139
2786,Fulton,Sch,260290010,26.0,2001,Astoria Elem School,Mr. Dave Crouse,402 N Jefferson St,Astoria,61501 8670,309329-2158,P-5,93.0,47.0,17.0,4.0,170444004529
2787,Fulton,Dist,260290020,26.0,0000,V I T CUSD 2,Mr. Mike Curry,1502 E US Highway 136,Table Grove,61482 9612,309758-5138,P-12,93.0,47.0,17.0,2.0,1738490
2788,Fulton,Sch,260290020,26.0,0001,V I T Sr High School,Ms. Tracey Korsmeyer,1500 E US Highway 136,Table Grove,61482 9612,309758-5136,9-12,93.0,47.0,17.0,4.0,173849003925
2789,Fulton,Sch,260290020,26.0,1001,V I T Jr High School,Ms. Tracey Korsmeyer,1500 E US Highway 136,Table Grove,61482 9612,309758-5136,7-8,93.0,47.0,17.0,4.0,173849003926
2790,Fulton,Sch,260290020,26.0,2006,V I T Elementary School,Mr. Mike Curry,1502 E US Highway 136,Table Grove,61482 9612,309758-5138,P-6,93.0,47.0,17.0,4.0,173849004850
2791,Fulton,Dist,260290030,26.0,0000,CUSD 3 Fulton County,Brad Kenser,PO Box 79,Cuba,61427 0079,309785-5021,P-12,91.0,46.0,17.0,2.0,1711400
2792,Fulton,Sch,260290030,26.0,0001,Cuba Sr High School,Mr. Jeff Braun,20325 N State Route 97,Cuba,61427 9773,309785-5023,9-12,91.0,46.0,17.0,4.0,171140001370
2793,Fulton,Sch,260290030,26.0,1001,Cuba Middle School,Mr. Jeff Braun,20325 N State Route 97,Cuba,61427 9773,309785-5023,6-8,91.0,46.0,17.0,4.0,171140001369
2794,Fulton,Sch,260290030,26.0,2003,Cuba Elem School,Ms. Angela Simmons,PO Box 80,Cuba,61427 0080,309785-8054,P-5,91.0,46.0,17.0,4.0,171140001371
2795,Fulton,Dist,260290040,26.0,0000,Spoon River Valley CUSD 4,Kyle Scot Reynolds,35265 N IL Route 97,London Mills,61544 9312,309778-2204,P-12,91.0,46.0,17.0,2.0,1736960
2796,Fulton,Sch,260290040,26.0,0001,Spoon River Valley Sr High Sch,Christopher D Janssen,35265 N IL Route 97,London Mills,61544 9312,309778-2201,9-12,91.0,46.0,17.0,4.0,173696003809
2797,Fulton,Sch,260290040,26.0,1001,Spoon River Valley Jr High Sch,Chris Janssen,35265 N IL Route 97,London Mills,61544 9312,309778-2201,7-8,91.0,46.0,17.0,4.0,173696003808
2798,Fulton,Sch,260290040,26.0,2005,Spoon River Valley Elem School,Mrs. Jody Collier,35265 N IL Route 97,London Mills,61544 9312,309778-2207,P-6,91.0,46.0,17.0,4.0,173696004838
2799,Fulton,Dist,260290660,25.0,0000,Canton Union SD 66,Mr. Rolf A. Sivertsen,20 W Walnut St,Canton,61520 2526,309647-9411,P-12,91.0,46.0,17.0,2.0,1708280
2800,Fulton,Sch,260290660,25.0,0001,Canton High School,Mrs. Jennifer Watts,1001 N Main St,Canton,61520 1118,309647-1820,9-12,91.0,46.0,17.0,4.0,170828000438
2801,Fulton,Sch,260290660,25.0,1002,Ingersoll Middle School,Mr. Wayne Krus,1605 E Ash St,Canton,61520 1510,309647-6951,5-8,91.0,46.0,17.0,4.0,170828000440
2802,Fulton,Sch,260290660,25.0,2003,Westview Elementary School,Mr. Tad DeRenzy,700 Old West Vine St,Canton,61520 8754,309647-2111,P-4,91.0,46.0,17.0,4.0,170828000444
2803,Fulton,Sch,260290660,25.0,2008,Lincoln Elementary School,Sue Ellen Stephenson,20 Lincoln Rd,Canton,61520 1037,309647-7594,K-4,91.0,46.0,17.0,4.0,170828000442
2804,Fulton,Sch,260290660,25.0,2009,Eastview Elementary School,Mrs. Bridgette Dennis,1490 E Myrtle St,Canton,61520 1519,309647-0136,K-4,91.0,46.0,17.0,4.0,170828000439
2805,Fulton,Dist,260290970,26.0,0000,Lewistown CUSD 97,Mrs. Jeanne Davis,15501 E Avenue L,Lewistown,61542 9454,309547-5826,P-12,91.0,46.0,17.0,2.0,1700153
2806,Fulton,Sch,260290970,26.0,0001,Lewistown Jr/Sr High School,Mr. Clay Ginglen,15205 N State 100 Hwy,Lewistown,61542 8901,309547-2288,7-12,91.0,46.0,17.0,4.0,170015302517
2807,Fulton,Sch,260290970,26.0,2002,Central Elem School,Mrs. Jeanne Davis,15501 E Avenue L,Lewistown,61542 9454,309547-2231,P-6,91.0,46.0,17.0,4.0,170015302515
2808,Hancock,Dist,260343070,16.0,0000,Illini West H S Dist 307,Mrs. Kim Schilson,600 Miller St,Carthage,62321 1129,217357-9607,9-12,94.0,47.0,18.0,2.0,1701384
2809,Hancock,Sch,260343070,16.0,0001,Illini West High School,Mr. Scott Schneider,600 Miller St,Carthage,62321 1129,217357-9607,9-12,94.0,47.0,18.0,4.0,170138405922
2810,Hancock,Dist,260343160,26.0,0000,Warsaw CUSD 316,Mr. Bob Gound,340 S 11th St,Warsaw,62379 1431,217256-4281,"P-6,9-12",94.0,47.0,18.0,2.0,1740890
2811,Hancock,Sch,260343160,26.0,0001,Warsaw Sr High School,Mr. Brad Froman,340 S 11th St,Warsaw,62379 1431,217256-4281,9-12,94.0,47.0,18.0,4.0,174089004102
2812,Hancock,Sch,260343160,26.0,2003,Warsaw Elem School,Mr. Bill Knowles,340 S 11th St,Warsaw,62379 1431,217256-4281,P-6,94.0,47.0,18.0,4.0,174089004101
2813,Hancock,Dist,260343170,4.0,0000,Carthage ESD 317,Mrs. Vicki Hardy,210 S Adams St,Carthage,62321 1420,217357-3922,P-8,94.0,47.0,18.0,2.0,1701385
2814,Hancock,Sch,260343170,4.0,1006,Carthage Middle School,Jerry Butcher,210 S Adams St,Carthage,62321 1420,217357-3914,5-8,94.0,47.0,18.0,4.0,170138505937
2815,Hancock,Sch,260343170,4.0,2005,Carthage Primary School,Diane Pepple,210 S Adams St,Carthage,62321 1420,217357-9202,P-4,94.0,47.0,18.0,4.0,170138505931
2816,Hancock,Dist,260343250,26.0,0000,Nauvoo-Colusa CUSD 325,Mr. Kent H Young,2461 N State Highway 96,Nauvoo,62354 2200,217453-6639,P-8,94.0,47.0,18.0,2.0,1727780
2817,Hancock,Sch,260343250,26.0,2002,Nauvoo Elem School,Mr. Daniel Ayer,2461 N State Highway 96,Nauvoo,62354 2200,217453-2231,P-8,94.0,47.0,18.0,4.0,172778004761
2818,Hancock,Dist,260343270,4.0,0000,Dallas ESD 327,Dr. Ryan Olson,921 Creamery Hill Rd,Dallas City,62330 1216,217852-3201,P-8,94.0,47.0,18.0,2.0,1701388
2819,Hancock,Sch,260343270,4.0,2002,Dallas City Elem School,Mrs. Alissa Tucker,921 Creamery Hill Rd,Dallas City,62330 1216,217852-3201,P-8,94.0,47.0,18.0,4.0,170138805917
2820,Hancock,Dist,260343280,24.0,0000,Hamilton CCSD 328,Mr. Joseph Yurko,270 N 10th St,Hamilton,62341 1500,866332-3880,P-12,94.0,47.0,18.0,2.0,1718060
2821,Hancock,Sch,260343280,24.0,0001,Hamilton Jr/Sr High Sch,Shelli Jennings,270 N 10th St,Hamilton,62341 1500,866332-3880,7-12,94.0,47.0,18.0,4.0,171806002084
2822,Hancock,Sch,260343280,24.0,2004,Hamilton Elementary School,Mr. Eric Bryan,1830 Broadway St,Hamilton,62341 1705,866332-3880,P-6,94.0,47.0,18.0,4.0,171806002085
2823,Hancock,Dist,260343370,26.0,0000,Southeastern CUSD 337,Mr. Todd Fox,PO Box 215,Augusta,62311 0215,217392-2172,P-12,94.0,47.0,18.0,2.0,1736610
2824,Hancock,Sch,260343370,26.0,0001,Southeastern Jr/Sr High School,Mr. Tim Kerr,PO Box 155,Augusta,62311 0155,217392-2125,7-12,94.0,47.0,18.0,4.0,173661003771
2825,Hancock,Sch,260343370,26.0,2006,Southeastern Elementary School,Mrs. Nancy Akers,PO Box 247,Bowen,62316 0247,217842-5236,P-6,94.0,47.0,18.0,4.0,173661004801
2826,Hancock,Dist,260343470,4.0,0000,La Harpe CSD 347,Dr. Ryan Hunter Olson,404 W Main St,La Harpe,61450 9280,217659-7739,P-8,94.0,47.0,18.0,2.0,1701381
2827,Hancock,Sch,260343470,4.0,1001,La Harpe Junior High School,Mrs. Lila McKeown,404 W Main St,La Harpe,61450 9280,217659-3713,6-8,94.0,47.0,18.0,4.0,170138105933
2828,Hancock,Sch,260343470,4.0,2005,La Harpe Elementary School,Mrs. Lila McKeown,404 W Main St,La Harpe,61450 9280,217659-7923,P-5,94.0,47.0,18.0,4.0,170138105943
2829,McDonough,Dist,260621030,26.0,0000,West Prairie CUSD 103,Ms. Carol Kilver,204 S Hun St,Colchester,62326 1129,309776-3180,P-12,93.0,47.0,18.0,2.0,1700314
2830,McDonough,Sch,260621030,26.0,0001,West Prairie High School,Mr. Scott Sullivan,18575 E 800th St,Sciota,61475 8367,309456-3750,9-12,93.0,47.0,18.0,4.0,170031405701
2831,McDonough,Sch,260621030,26.0,1001,West Prairie Middle School,Mrs. Caitlin Watson,600 S Hun St,Colchester,62326 1133,309776-3220,5-8,93.0,47.0,18.0,4.0,170031405702
2832,McDonough,Sch,260621030,26.0,2001,West Prairie North Elementary,Ms. Jennifer Brooks Edholm,100 N Washington St,Good Hope,61438 9165,309456-3920,P-4,93.0,47.0,18.0,4.0,170031405703
2833,McDonough,Sch,260621030,26.0,2002,West Prairie South Elementary,Ms. Jennifer Brooks Edholm,310 S Coal St,Colchester,62326 1209,309776-3790,P-4,93.0,47.0,18.0,4.0,170031405704
2834,McDonough,Dist,260621700,26.0,0000,Bushnell Prairie City CUSD 170,Mrs. Kathy Dinger,845 Walnut St,Bushnell,61422 1253,309772-9461,P-12,93.0,47.0,18.0,2.0,1707950
2835,McDonough,Sch,260621700,26.0,0001,Bushnell-Prairie City High Sch,Ms. Dawna Daily,845 Walnut St,Bushnell,61422 1253,309772-2113,9-12,93.0,47.0,18.0,4.0,170795000401
2836,McDonough,Sch,260621700,26.0,1002,Bushnell-Prairie City Jr High Sch,Mr. Mike Snowden,847 Walnut St,Bushnell,61422 1253,309772-3123,6-8,93.0,47.0,18.0,4.0,170795000402
2837,McDonough,Sch,260621700,26.0,2003,Bushnell-Prairie City Elem Sch,Mrs. Marjorie Rhoades,345 E Hess St,Bushnell,61422 1419,309772-9464,P-5,93.0,47.0,18.0,4.0,170795000403
2838,McDonough,Dist,260621850,26.0,0000,Macomb CUSD 185,Dr. Patrick M Twomey,323 W Washington St,Macomb,61455 2118,309833-4161,P-12,93.0,47.0,18.0,2.0,1723920
2839,McDonough,Sch,260621850,26.0,0001,Macomb Senior High School,John Rumley,1525 S Johnson St,Macomb,61455 3261,309837-2331,9-12,93.0,47.0,18.0,4.0,172392002611
2840,McDonough,Sch,260621850,26.0,1001,Macomb Junior High School,Dana Isackson,1525 S Johnson St,Macomb,61455 3261,309833-2074,7-8,93.0,47.0,18.0,4.0,172392001701
2841,McDonough,Sch,260621850,26.0,2004,Lincoln Elem School,Mrs. Kimberly Gillam,315 N Bonham St,Macomb,61455 1808,309833-2095,K-3,93.0,47.0,18.0,4.0,172392002607
2842,McDonough,Sch,260621850,26.0,2008,Edison Elementary School,Kellee Sullivan,521 S Pearl St,Macomb,61455 3044,309837-3993,4-6,93.0,47.0,18.0,4.0,172392002605
2843,McDonough,Sch,260621850,26.0,3001,MacArthur Early Childhood Center,Kelly Carpenter,235 W Grant St,Macomb,61455 2862,309837-2335,P,93.0,47.0,18.0,4.0,172392002609
2844,Schuyler,Dist,260850050,26.0,0000,Schuyler-Industry CUSD 5,Mr. Beau Fretueg,740 Maple Ave,Rushville,62681 1048,217322-4311,P-12,93.0,47.0,18.0,2.0,1700332
2845,Schuyler,Sch,260850050,26.0,0001,Rushville-Industry High School,Mr. Brad Gooding,730 N Congress St,Rushville,62681 1030,217322-4311,9-12,93.0,47.0,18.0,4.0,170033205812
2846,Schuyler,Sch,260850050,26.0,1002,Schuyler Industry Middle Sch,Mr. James Shepherd,750 N Congress St,Rushville,62681 1030,217322-4311,5-8,93.0,47.0,18.0,4.0,170033206064
2847,Schuyler,Sch,260850050,26.0,2001,Washington Elem School,Mrs. Marcy Wort,100 Buchanan St,Rushville,62681 1588,217322-4311,P-1,93.0,47.0,18.0,4.0,170033205814
2848,Schuyler,Sch,260850050,26.0,2002,Webster Elem School,Mrs. Mary Wort,310 N Monroe St,Rushville,62681 1068,217322-4311,2-4,93.0,47.0,18.0,4.0,170033205815
2849,Bureau,Dist,280060170,4.0,0000,Ohio CCSD 17,Mrs. Jennifer Hamilton,PO Box 478,Ohio,61349 0478,815376-4414,K-8,74.0,37.0,16.0,2.0,1729700
2850,Bureau,Sch,280060170,4.0,2001,Ohio Com Cons Grade School,Mr. Jason Wilt,PO Box 478,Ohio,61349 0478,815376-2934,K-8,74.0,37.0,16.0,4.0,172970003084
2851,Bureau,Dist,280060840,4.0,0000,Malden CCSD 84,Mr. Michael John Patterson,PO Box 216,Malden,61337 0216,815643-2436,P-8,76.0,38.0,16.0,2.0,1724120
2852,Bureau,Sch,280060840,4.0,2001,Malden Grade School,Mr. Michael John Patterson,PO Box 216,Malden,61337 0216,815643-2436,P-8,76.0,38.0,16.0,4.0,172412002635
2853,Bureau,Dist,280060920,2.0,0000,Cherry SD 92,Dr. Jim Boyle,PO Box 219,Cherry,61317 0219,815894-2777,K-8,76.0,38.0,16.0,2.0,1709720
2854,Bureau,Dist,280060940,4.0,0000,Ladd CCSD 94,Mrs. Michelle Zeko,232 E Cleveland St,Ladd,61329 9741,815894-2363,K-8,76.0,38.0,16.0,2.0,1721510
2855,Bureau,Sch,280060940,4.0,2001,Ladd Comm Cons Sch,Mr. David Lawrence,232 E Cleveland St,Ladd,61329 9741,815894-2363,P-8,76.0,38.0,16.0,4.0,172151002419
2856,Bureau,Dist,280060980,2.0,0000,Dalzell SD 98,Dr. Bruce A Bauer,307 Chestnut St,Dalzell,61320 9717,815663-8821,K-8,76.0,38.0,16.0,2.0,1711700
2857,Bureau,Sch,280060980,2.0,2001,Dalzell Grade School,Steve Parker,307 Chestnut St,Dalzell,61320 9717,815663-8821,K-8,76.0,38.0,16.0,4.0,171170001378
2858,Bureau,Dist,280060990,4.0,0000,Spring Valley CCSD 99,Mr. James M Hermes,800 N Richards St,Spring Valley,61362 1238,815664-4242,P-8,76.0,38.0,16.0,2.0,1737050
2859,Bureau,Sch,280060990,4.0,2002,John F Kennedy Elem School,Mrs. Kimberly Lisanby-Barber,800 N Richards St,Spring Valley,61362 1238,815664-4601,P-8,76.0,38.0,16.0,4.0,173705003812
2860,Bureau,Dist,280061030,22.0,0000,DePue USD 103,Mr. Randall Otto,PO Box 800,DePue,61322 0800,815200-5248,P-12,76.0,38.0,16.0,2.0,1712090
2861,Bureau,Sch,280061030,22.0,0001,DePue High School,Mr. Cuauhtemoc Reyes,PO Box 800,DePue,61322 0800,815200-5248,9-12,76.0,38.0,16.0,4.0,171209001459
2862,Bureau,Sch,280061030,22.0,2001,DePue Elem School,Mr. Cuauhtemoc Reyes,PO Box 800,DePue,61322 0800,815200-5248,P-8,76.0,38.0,16.0,4.0,171209004603
2863,Bureau,Dist,280061150,2.0,0000,Princeton ESD 115,Mr. Tim Smith,506 E Dover Rd,Princeton,61356 9552,815875-3162,P-8,74.0,37.0,16.0,2.0,1732670
2864,Bureau,Sch,280061150,2.0,1001,Logan Jr High School,Ms. Amanda Carr,302 W Central Ave,Princeton,61356 1604,815875-6415,5-8,74.0,37.0,16.0,4.0,173267003390
2865,Bureau,Sch,280061150,2.0,2004,Lincoln Elem School,Mr. Bob Bima,501 S Euclid Ave,Princeton,61356 2140,815875-1164,3-4,74.0,37.0,16.0,4.0,173267003389
2866,Bureau,Sch,280061150,2.0,2005,Jefferson Elem School,Mr. J D Orwig,725 W Putnam St,Princeton,61356 1565,815875-4417,1-2,74.0,37.0,16.0,4.0,173267003388
2867,Bureau,Sch,280061150,2.0,2007,Douglas Elementary School,Mr. Robert Bima,220 E Lasalle St,Princeton,61356 1443,815872-9741,"P,K",74.0,37.0,16.0,4.0,173267006325
2868,Bureau,Sch,280061150,2.0,3002,Behavior Disorder Program Coop,Egan Hicks,PO Box 87,Cherry,61317 0087,815915-4460,K-12,76.0,38.0,16.0,4.0,
2869,Bureau,Sch,280061150,2.0,3003,Reagan Pre-k School,Bob Bima,PO Box 329,Tiskilwa,61368 0329,815646-4211,P,73.0,37.0,16.0,4.0,
2870,Bureau,Dist,280063030,26.0,0000,La Moille CUSD 303,Dr. Ricardo Espinoza,801 S Main St,La Moille,61330 9499,815638-2054,K-12,74.0,37.0,16.0,2.0,1721680
2871,Bureau,Sch,280063030,26.0,0001,La Moille High School,Mr. Brent Ziegler,801 S Main St,La Moille,61330 9499,815638-2052,9-12,74.0,37.0,16.0,4.0,172168002434
2872,Bureau,Sch,280063030,26.0,2003,Van Orin Elem School,Mr. Chawn Huffaker,PO Box 7,Van Orin,61374 0007,815638-2018,K-3,74.0,37.0,16.0,4.0,172168002433
2873,Bureau,Sch,280063030,26.0,2004,Allen Junior High School,Mr. Chawn Huffaker,801 S Main St,La Moille,61330 9499,815638-2018,4-8,74.0,37.0,16.0,4.0,172168002435
2874,Bureau,Dist,280063400,26.0,0000,Bureau Valley CUSD 340,Dr. Stephen Endress,PO Box 289,Manlius,61338 0289,815445-3101,P-12,74.0,37.0,16.0,2.0,1700125
2875,Bureau,Sch,280063400,26.0,0001,Bureau Valley High School,Mr. Eric Lawson,PO Box 329,Manlius,61338 0329,815445-4004,9-12,74.0,37.0,16.0,4.0,170012501425
2876,Bureau,Sch,280063400,26.0,1001,Bureau Valley South,Mrs. Kristal LeRette,PO Box 277,Buda,61314 0277,309895-2037,3-8,73.0,37.0,16.0,4.0,170012502859
2877,Bureau,Sch,280063400,26.0,2001,Bureau Valley North,Mr. Jason Spang,323 S Main St,Walnut,61376 9368,815379-2900,P-8,74.0,37.0,16.0,4.0,170012501426
2878,Bureau,Sch,280063400,26.0,2005,Bureau Valley Elemntry-Wyanet,Mrs. Kristal LeRette,109 W 4th St,Wyanet,61379 9667,815445-3101,P-2,73.0,37.0,16.0,4.0,170012502860
2879,Bureau,Dist,280065000,15.0,0000,Princeton HSD 500,Mr. Kirk Haring,103 S Euclid Ave,Princeton,61356 1843,815875-3308,9-12,74.0,37.0,16.0,2.0,1732700
2880,Bureau,Sch,280065000,15.0,0001,Princeton High School,Mr. Andy Berlinski,103 S Euclid Ave,Princeton,61356 1843,815875-3308,9-12,74.0,37.0,16.0,4.0,173270003392
2881,Bureau,Dist,280065020,17.0,0000,Hall HSD 502,Mr. Michael John Struna,800 W Erie St,Spring Valley,61362 1761,815664-4500,9-12,76.0,38.0,16.0,2.0,1718030
2882,Bureau,Sch,280065020,17.0,0001,Hall High School,Mr. Michael J Struna,800 W Erie St,Spring Valley,61362 1761,815664-2100,9-12,76.0,38.0,16.0,4.0,171803002082
2883,Bureau,Dist,280065050,16.0,0000,Ohio CHSD 505,Mrs. Jennifer Hamilton,PO Box 478,Ohio,61349 0478,815376-2934,9-12,74.0,37.0,16.0,2.0,1729730
2884,Bureau,Sch,280065050,16.0,0001,Ohio Community High School,Mr. Jason Wilt,PO Box 478,Ohio,61349 0478,815376-2934,9-12,74.0,37.0,16.0,4.0,172973003085
2885,Henry,Dist,280371900,2.0,0000,Colona SD 190,Mr. Kyle Ganson,700 1st St,Colona,61241 9028,309792-1232,P-8,71.0,36.0,17.0,2.0,1710690
2886,Henry,Sch,280371900,2.0,2001,Colona Grade School,Mr. Michael Carlson,700 1st St,Colona,61241 9028,309792-1232,P-8,71.0,36.0,17.0,4.0,171069001293
2887,Henry,Dist,280372230,26.0,0000,Orion CUSD 223,Mr. Joe A Blessman,PO Box 189,Orion,61273 0189,309526-3388,P-12,74.0,37.0,17.0,2.0,1730200
2888,Henry,Sch,280372230,26.0,0001,Orion High School,Mr. Nathan DeBaillie,PO Box 39,Orion,61273 0039,309526-3361,9-12,74.0,37.0,17.0,4.0,173020003120
2889,Henry,Sch,280372230,26.0,1003,Orion Middle School,Mr. Scott Briney,PO Box 129,Orion,61273 0129,309526-3392,6-8,74.0,37.0,17.0,4.0,173020003121
